MATNR,SPRAS,MAKTX
RM13,H,"RAW13,PD,bérfeldolgozás"
RM13,I,"RAW13,PD,Lavorazione esterna"
RM14,H,"RAW14,PD,bérfeldolgozás"
RM14,I,"RAW14,PD,Lavorazione esterna"
RM15,H,"RAW15,PD"
RM15,I,"RAW15,PD"
RM16,H,"RAW16,PD"
RM16,I,"RAW16,PD"
RM19,H,"RAW19,PD,sarzs-Fifo,LeanQM"
RM19,I,"RAW19,PD,FIFO partita,LeanQM"
RM20,H,"RAW20,PD"
RM20,I,"RAW20,PD"
RM27,I,"RAW27,PD,Scatola imballaggio"
RM30,I,"RAW30,PD,FIFO partita"
SG124,I,"SEMI124,PD,Sottoassemblaggio"
SG21,I,"SEMI21,PD,Produzione ripetitiva"
SG22,I,"SEMI22,PD,Assemblaggio dummy"
SG224,I,"SEMI224,MTO,PD,Sottoassemblaggio"
SG23,I,"SEMI23,PD,Lavorazione esterna"
SG24,I,"SEMI24,PD,FIFO partita"
SG25,I,"SEMI25,PD,Approvvigionamento esterno"
FG130,I,"FIN130,MTS-DI,PD,PP"
SG30,I,"SEM30,PD,PP"
RM129,H,"RAW129,PD"
RM129,I,"RAW129,PD"
FG228,I,"FIN228,MTO,PD,Fifo"
SP001,I,Cuscinetto
SP002,I,Accoppiamento
SP003,I,Albero
SP004,I,Anelli di tenuta 1mm
SP005,I,Sigillo meccanico
SP006,I,Ingranaggi cilindrici IS651
RM33,I,"RAW33,PD,lavorazione esterna"
RM34,I,"RAW34,PD,lavorazione esterna"
SG27,I,"SEMI27,PD,lavorazione esterna"
FG233,I,"FERT 233, PD, produzione ripetitiva"
RM233-1,H,"RAW233-1, PD, KANBAN áttárolás"
RM233-1,I,"RAW233-1, PD, KANBAN Trasferimento stock"
RM233-2,H,"RAW233-2,ND,KANBAN, szállítási tervek"
RM233-2,I,"RAW233-2,ND,KANBAN, piani di consegna"
RM233-4,H,"RAW233-4,ND,KANBAN,szállítási tervek"
RM233-4,I,"RAW233-4,ND,KANBAN, piani di consegna"
RM234,I,"RAW234,VB, produzione ripetitiva"
SG233,I,"SEMI233,PD,KANBAN, prod. rip."
RM235,I,"RAW235,VB"
SG234,I,"SEMI234,PD,KANBAN, MTS"
FG129,I,"FIN129,MTS-DI,PD,QM"
SG29,I,"SEM29,PD,QM"
RMPI001,I,Entrata 1 (ACQUA)
RMPI002,I,Entrata 2 (AGENTE 2).
RMPI003,I,Entrata 3 (AGENTE 3)
RMPI004,I,Entrata 4 (AGENTE 4)
RMPI005,I,Entrata 5 (colore blu)
SGPI001,I,USCITA 1
SGPI001-V00,I,RENDIMENTO 1
QM006,H,QM GYÁRTÁSI SARZS
QM006,I,PARTITA DI PRODUZIONE QM
SDBOMERLAHD,I,SD Db Testata ERLA
SDBOMERLAIT01,I,SD Db ERLA Posizione 01
SDBOMERLAIT02,I,SD Db ERLA Posizione 02
SDBOMLUMFHD,I,SD Db Testata LUMF
SDBOMLUMFIT01,I,SD Db LUMF Posizione 01
SDBOMLUMFIT02,I,SD Db LUMF Posizione 02
FG326,I,"FIN326,PLM,MTS-DI,PD,Fifo partita"
CM-FL-V01,I,Carrello elevatore
SF-FL-COMB,I,Carr. elev. modello combustione base
SF-FL-CWEIGHT,I,Carr. elev. piastra contrappeso
SF-FL-ELECTRIC,I,Carr.elev.modello elettrico base
SF-FL-TIRE-CUSH,I,Carr. elevatore Cuscino pneumatico
SF-FL-TIRE-PNEU,I,Forklift Pneumatico
CM-MLFL-KM-VXX,I,Carrello elevatore a forca multilivello
SF-FL-FORKSEAT-VXX,I,Tipo sedile per carr.elev.a forca (HALB)
CM-FL-V00,I,Carrello elevatore
FG-FL-MV-V00,I,Carr. elevatore a forca - variante mat.
FG-FL-MV-V01,I,Carr. elev. - Variante materiale 1
FG-FL-MV-V02,I,Carr. elev. - Variante materiale 2
EWMS4-50,I,"FIN50, articolo ad alta movimentazione"
EWMS4-502,I,"RAW502, articolo ad alta movimentazione"
EWMS4-503,I,"RAW503, articolo ad alta movimentazione"
EWMS4-601,I,"RAW601, articolo ad alta movimentazione"
F-10A,I,"FIN10A,MTS-DDMRP,PD"
F-10B,I,"FIN10B,MTS-DDMRP,PD"
R-302,H,"RAW302,PD"
R-302,I,"RAW302,PD"
R-401,H,"RAW401,D1"
R-401,I,"RAW401,D1"
S-201,I,"SEMI201,MTS,D1,Subassembly"
S-202,I,"SEMI202,MTS,D1"
S-301,I,"SEMI301,MTS,PD,Sottoassemblaggio"
S-203,I,"SEMI203,D1"
F-20A,I,"FIN20A,MTS-DDMRP,PD"
R-311,H,"RAW311,PD"
R-311,I,"RAW311,PD"
R-410,H,"RAW410,PD"
R-410,I,"RAW410,PD"
R-411,H,"RAW411,PD"
R-411,I,"RAW411,PD"
R-412,H,"RAW412,PD"
R-412,I,"RAW412,PD"
S-208,I,"SEMI208,MTS,PD,Sottoassemblaggio"
S-210,I,"SEMI210,MTS,PD,Sottoassemblaggio"
S-310,I,"SEM310,MTS,PD,Sottoassemblaggio"
S-315,I,"SEM315,MTS,PD,Sottoassemblaggio"
FGIPD001,I,Posto
RMIPD001,I,GRA Hardware 1
RMIPD002,I,GRA Hardware 2
SWNIPD001,I,GRA Software 1
SG26,I,"SEMI26,PD,Lavorazione esterna"
SG-CFP,I,Pompa centrifuga
SG-CFP-ADAPTER,I,Adattatore
SG-CFP-B-BRNG,I,Cuscinetto a sfera
SG-CFP-BRNG-BRKT,I,Supporto del cuscinetto
SG-CFP-CON,I,Connettore
SG-CFP-CON_BK,I,Connettore posteriore
SG-CFP-CON_BX_CVR,I,Copertura scatola dei connettori
SG-CFP-COUPLER,I,Accoppiatore
SG-CFP-F-SENSOR,I,Sensore di flusso
SG-CFP-HARNESS,I,Imbracatura
SG-CFP-HOUSING,I,Alloggiamento pompa
SG-CFP-IMPELLER,I,Girante
SG-CFP-INBRD_CVR,I,Copertura interna
SG-CFP-SEAL,I,Piombo
SG-CFP-SHAFT,I,Albero
SG-CFP-V-SENSOR,I,Sensore di vibrazioni
SWN-CFG-SW-S1,I,Software S1
FG1_CP,I,"CP-FG1, albero con cuscinetti"
RM1_CP,H,"CP-RM1, acél"
RM1_CP,I,"CP-RM1, acciaio"
RM2_CP,I,"CP-RM2, cuscinetto"
SG1_CP,I,"CP-SG1, albero"
FG2_CP,I,"CP-FG2, inchiostro in bottiglia, 15 ml"
RM5_CP,I,"CP-RM5, vernice"
RM7_CP,I,"CP-RM7, etichetta"
SG2_CP,I,"CP-SG2, inchiostro in bottiglia"
SG-WPM-ELEC-PLUG,I,Spina elettrica
SG-WPM-GEAR-HSNG,I,Testata ingranaggi
SG-WPM-MOTOR-HSG,I,Alloggiamento motore
SG-WPM-RING-GEAR,I,Corona dentata
SG-WPR-MOTOR,I,Motore del tergicristallo
RMJIT01,I,"RAW01,JIT, produzione ripetitiva"
RMJIT02,I,"RAW02,JIT, produzione ripetitiva"
SGJIT01,I,"SEMI01,JIT, produzione ripetitiva"
SGJIT02,I,"SEMI02,JIT, produzione ripetitiva"
SGJIT02-SERIALIZED,I,"MATERIALE SERIALIZZATO, JIT"
FG111,I,"FIN111, MTS-DI, PD"
FG111_A,I,"FIN111_A,MTS-DI,PD"
FG111_B,I,"FIN111_B, MTS-DI, PD"
FG111_C,I,"FIN111_C, MTS-DI, PD"
RM27_1,I,"RAW27_1, PD, imballaggio"
RM1420,H,"RM1420, PD, oldószer"
RM1420,I,"RM1420, PD, solvente"
RM1430,H,"RM1430, PD, katalizátor"
RM1430,I,"RM1430, PD, catalizzatore"
SG2200,I,"SEMI2200,MTS-PI,PD,con co-pr. e semi pr."
SG7100,I,"SEMI7100, PD, sottoprodotto"
SG8100,I,"SEMI8100, PD, coprodotto, prezzo fisso"
SG9100,I,"SEMI9100, PD, co-prodotto"
SG1010,E,"SEMI1010, PD, Silo material with batch"
SG1010,1,SEMI1010，PD，批次筒仓物料
SG1010,2,"SEMI1010, PD, วัสดุในไซโลที่มีแบทช์"
SG1010,3,"SEMI1010, PD, 사일로 자재(배치 있음)"
SG1010,4,"SEMI1010, PD, material siloz cu lot"
SG1010,5,"SEMI1010, PD, material silosa s serijo"
SG1010,6,"SEMI1010, PD, mater. silosa sa serijom"
SG1010,7,"SEMI1010, PD, bahan Silo dengan kelompok"
SG1010,8,"SEMI1010, PD, матеріал сховища з партією"
SG1010,9,"SEMI1010, PD, silomaterjal partiiga"
SG1010,A,"SEMI1010, PD, مادة مخزن مع دفعة"
SG1010,B,"SEMI1010, PD, חומר במיכלים עם סדרה"
SG1010,C,"SEMI1010, PD, materiál sila se šarží"
SG1010,D,"SEMI1010, PD, Silomaterial mit Charge"
SG1010,F,"SEMI1010, PD, article silo avec lot"
SG1010,G,"SEMI1010, PD, υλικό αποθήκ.με παρτίδα"
SG1010,H,"SEMI1010, PD, silóanyag sarzzsal"
SG1010,I,"SEMI1010, PD, materiale silos con lotto"
SG1010,J,SEMI1010、PD、貯蔵品目 (ロットあり)
SG1010,K,"SEMI1010, PD, silomateriale med batch"
SG1010,N,"SEMI1010, PD, siloartikel met charge"
SG1010,O,"SEMI1010, PD, silomaterial med batch"
SG1010,L,"SEMI1010, PD, Materiał silosa z partią"
SG1010,M,SEMI1010，PD，批次的筒倉物料
SG1010,P,"SEMI1010, PD, material silo com lote"
SG1010,Q,"SEMI1010, PD, siláž.materiál so šaržou"
SG1010,R,"SEMI1010, PD, материал хранил. с партией"
SG1010,S,"SEMI1010, DC, material de silo con lote"
SG1010,T,"SEMI1010, PD, toplu silo malzemesi"
SG1010,U,"SEMI1010, PD, siilonimike erän kanssa"
SG1010,V,"SEMI1010, PD, silomaterial med parti"
SG1010,W,"SEMI1010, PD, матер.хранилище с партида"
SG1010,X,"SEMI1010, PD, „Silo“ medž. su partija"
SG1010,Y,"SEMI1010, PD, tvertnes mater. ar partiju"
SG1010,c,"SEMI1010, PD, material de sitja amb lot"
SG1010,d,"SEMI1010, PD, materijal silosa sa šaržom"
SG1010,묩,"SEMI1010, PD, बैच वाली साइलो सामग्री"
SG1010,뱋,"SEMI1010, PD, топтамасы бар сақт.о.матер"
SG1010,쁩,"SEMI1010, PD, v.liệu silo có lô"
PIP01,E,Pipeline Material 01
PIP01,1,管道物料 01
PIP01,2,วัสดุที่ส่งทางท่อ 01
PIP01,3,파이프라인 자재 01
PIP01,4,Material pipeline 01
PIP01,5,Material cevovoda 01
PIP01,6,Materijal cjevovoda 01
PIP01,7,Bahan talian paip 01
PIP01,8,Матеріал трубопроводу 01
PIP01,9,Torujuhtmematerjal 01
PIP01,A,مادة خط الأنابيب 01
PIP01,B,חומר בצנרת 01
PIP01,C,Neskladovatelné médium 01
PIP01,D,Pipelinematerial 01
PIP01,F,Article pipeline 01
PIP01,G,Υλικό Πωλήσεων 01
PIP01,H,Vezetékes anyag 01
PIP01,I,Materiale pipeline 01
PIP01,J,パイプライン品目 01
PIP01,K,Pipelinemateriale 01
PIP01,L,Materiał lejka sprzedaży 01
PIP01,M,管線物料 01
PIP01,N,Pijplijnartikel 01
PIP01,O,Pipelinematerial 01
PIP01,P,Material pipeline 01
PIP01,Q,Neskladovateľné médium 01
PIP01,R,Материал трубопровода 01
PIP01,S,Material de pipeline 01
PIP01,T,Boru hattı malzemesi 01
PIP01,U,Pipeline-nimike 01
PIP01,V,Pipelinematerial 01
PIP01,W,Pipeline материал 01
PIP01,X,Vamzdyno medžiaga 01
PIP01,Y,Cauruļvada materiāls 01
PIP01,c,Material de pipeline 01
PIP01,d,Materijal cevovoda 01
PIP01,묩,पाइपलाइन सामग्री 01
PIP01,뱋,Құбыр материалы 01
PIP01,쁩,Vật tư đường ống 01
FG29-1,E,"FIN29-1,MTS-PI, with Silo Material"
FG29-1,1,FIN29-1，MTS-PI，含筒仓物料
FG29-1,2,"FIN29-1, MTS-PI ที่มีวัสดุ Silo"
FG29-1,3,"FIN29-1, MTS-PI, 사일로 자재 포함"
FG29-1,4,"FIN29-1,MTS-PI, cu material siloz"
FG29-1,5,"FIN29-1,PNZ-PI, z mat. silosa"
FG29-1,6,"FIN29-1,MTS-PI, s materijalom silosa"
FG29-1,7,"FIN29-1,MTS-PI, dengan Bahan Silo"
FG29-1,8,"FIN29-1,MTS-PI, з матеріалом сховища"
FG29-1,9,"FIN29-1,MTS-PI, silomaterjaliga"
FG29-1,A,FIN29-1، MTS-PI، مع مادة المخزن
FG29-1,B,"FIN29-1,MTS-PI, עם חומר במיכלים"
FG29-1,C,"FIN29-1,MTS-PI, s materiálem sila"
FG29-1,D,"FIN29-1, MTS-PI, mit Silomaterial"
FG29-1,F,"FIN29-1, MTS-PI, avec article silo"
FG29-1,G,"FIN29-1,MTS-PI, με Υλικό Αποθήκης"
FG29-1,H,"FIN29-1,MTS-PI, silóanyaggal"
FG29-1,I,"FIN29-1,MTS-PI, con materiale silos"
FG29-1,J,FIN29-1、MTS-PI、貯蔵品目あり
FG29-1,K,"FIN29-1,MTS-PI, med silomateriale"
FG29-1,L,"FIN29-1,MTS-PI, z materiałem silosu"
FG29-1,M,FIN29-1，MTS-PI，含筒倉物料
FG29-1,N,"FIN29-1,MTS-PI, met silo-artikel"
FG29-1,O,"FIN29-1,MTS-PI, med silomaterial"
FG29-1,P,"FIN29-1,MTS-PI, com material silo"
FG29-1,V,"FIN29-1,MTS-PI, med silomaterial"
FG29-1,Q,"FIN29-1,MTS-PI, so siláž.materiálom"
FG29-1,R,"FIN29-1,MTS-PI, с сыпучим материалом"
FG29-1,S,"FIN29-1,MTS-PI, con material de silo"
FG29-1,T,"FIN29-1,MTS-PI, silo malzemesiyle"
FG29-1,U,"FIN29-1,MTS-PI, siilonimikkeen kanssa"
FG29-1,W,"FIN29-1,MTS-PI, с материал в силоз"
FG29-1,X,"FIN29-1,MTS-PI, su „Silo“ medžiaga"
FG29-1,Y,"FIN29-1,MTS-PI, ar tvertnes materiālu"
FG29-1,c,"FIN29-1,MTS-PI, amb material de sitja"
FG29-1,d,"FIN29-1,MTS-PI, s materijalom silosa"
FG29-1,묩,"FIN29-1,MTS-PI, सिलो सामग्री सहित"
FG29-1,뱋,"FIN29-1,MTS-PI, сақт. орн. материалы бар"
FG29-1,쁩,"FIN29-1,MTS-PI, với vật liệu silo"
FG6200,E,"FIN6200, MTO-PI, PD, Batch"
SG6100,E,"SEMI6100, PI, PD, Batch"
FG6200,1,FIN6200，MTO-PI，PD，批次
FG6200,2,"FIN6200, MTO-PI, PD, แบทช์"
FG6200,3,"FIN6200, MTO-PI, PD, 배치"
FG6200,4,"FIN6200, MTO-PI, PD, lot"
FG6200,5,"FIN6200, MTO-PI, PD, šarža"
FG6200,6,"FIN6200, MTO-PI, PD, serija"
FG6200,7,"FIN6200, MTO-PI, PD, Kelompok"
FG6200,8,"FIN6200, MTO-PI, PD, партія"
FG6200,9,"FIN6200, MTO-PI, PD, partii"
FG6200,A,FIN6200‏، MTO-PI‏، PD‏، الدُفعة
FG6200,B,"FIN6200, MTO-PI, PD, סדרה"
FG6200,C,"FIN6200, KusVýrNaZak-ProcIns, PD, šarže"
FG6200,D,"FIN6200, KDE-PV, PD, Charge"
FG6200,F,"FIN6200, IP fabric. à la cmde, PD, lot"
FG6200,G,"FIN6200, MTO-PI, PD, Παρτίδα"
FG6200,H,"FIN6200, MTO-PI, PD, sarzs"
FG6200,I,"FIN6200, MTO-PI, PD, lotto"
FG6200,J,FIN6200、MTO-PI、PD、ロット
FG6200,K,"FIN6200, OP-PI, PD, batch"
FG6200,L,"FIN6200, PZK IP, PD, partia"
FG6200,M,FIN6200，MTO-PI，PD，批次
FG6200,N,"FIN6200, PKO-PI, PD, charge"
FG6200,O,"FIN6200, MTO-PI, PD, parti"
FG6200,P,"FIN6200, IP PSE , PD, lote"
FG6200,Q,"FIN6200, KVZ-PI, PD, šarža"
FG6200,R,"FIN6200, MTO-PI, PD, партия"
FG6200,S,"FIN6200, MTO-PI, PD, lote"
FG6200,T,"FIN6200, MTO-PI, PD, parti"
FG6200,U,"FIN6200, TOT-PI, PD, erä"
FG6200,V,"FIN6200, MTO-PI, PD, parti"
FG6200,W,"FIN6200, MTO-PI, PD, партида"
FG6200,X,"FIN6200, MTO-PI, PD, partija"
FG6200,Y,"FIN6200, MTO-PI, PD, partija"
FG6200,c,"FIN6200, MTO-PI, PD, lot"
FG6200,d,"FIN6200, MTO-PI, PD, šarža"
FG6200,묩,"FIN6200, MTO-PI, PD, बैच"
FG6200,뱋,"FIN6200, MTO-PI, PD, топтама"
FG6200,쁩,"FIN6200, MTO-PI, PD, Lô"
SG6100,1,SEMI6100，PI，PD，批次
SG6100,2,"SEMI6100, PI, PD, แบทช์"
SG6100,3,"SEMI6100, PI, PD, 배치"
SG6100,4,"SEMI6100, PI, PD, lot"
SG6100,5,"SEMI6100, PI, PD, šarža"
SG6100,6,"SEMI6100, PI, PD, serija"
SG6100,7,"SEMI6100, PI, PD, Kelompok"
SG6100,8,"SEMI6100, PI, PD, партія"
SG6100,9,"SEMI6100, PI, PD, partii"
SG6100,A,SEMI6100‏، PI‏، PD‏، الدُفعة
SG6100,B,"SEMI6100, PI, PD, סדרה"
SG6100,C,"SEMI6100, PI, PD, šarže"
SG6100,D,"SEMI6100, PV, PD, Charge"
SG6100,F,"SEMI6100, IP, PD, lot"
SG6100,G,"SEMI6100, PI, PD, Παρτίδα"
SG6100,H,"SEMI6100, PI, PD, sarzs"
SG6100,I,"SEMI6100, PI, PD, lotto"
SG6100,J,SEMI6100、PI、PD、ロット
SG6100,K,"SEMI6100, PI, PD, batch"
SG6100,L,"SEMI6100, IP, PD, partia"
SG6100,M,SEMI6100，PI，PD，批次
SG6100,N,"SEMI6100, PKO-PI, PD, charge"
SG6100,O,"SEMI6100, PI, PD, parti"
SG6100,P,"SEMI6100, IP, PD, lote"
SG6100,Q,"SEMI6100, PI, PD, šarža"
SG6100,R,"SEMI6100, PI, PD, партия"
SG6100,S,"SEMI6100, PI, PD, lote"
SG6100,T,"SEMI6100, PI, PD, parti"
SG6100,U,"SEMI6100, PI, PD, erä"
SG6100,V,"SEMI6100, PI, PD, parti"
SG6100,W,"SEMI6100, PI, PD, партида"
SG6100,X,"SEMI6100, PI, PD, partija"
SG6100,Y,"SEMI6100, PI, PD, partija"
SG6100,c,"SEMI6100, PI, PD, lot"
SG6100,d,"SEMI6100, PI, PD, šarža"
SG6100,묩,"SEMI6100, PI, PD, बैच"
SG6100,뱋,"SEMI6100, PI, PD, топтама"
SG6100,쁩,"SEMI6100, PI, PD, Lô"
FG6500,E,"FIN6500, PI, PD, Tank Trailer Material"
FG6500,1,FIN6500，PI，PD，油罐拖车物料
FG6500,2,"FIN6500, PI, PD, วัสดุของรถพ่วงถัง"
FG6500,3,"FIN6500, PI, PD, 탱크 트레일러 자재"
FG6500,4,"FIN6500, PI, PD, mat.rezervor rulotă"
FG6500,5,"FIN6500, PI, PD, mat. prikolice z rezer."
FG6500,6,"FIN6500, PI, PD, mat.prikolice sa sprem."
FG6500,7,"FIN6500, PI, PD, Bahan Pengakhir Tangki"
FG6500,8,"FIN6500, PI, PD, матеріал танкера"
FG6500,9,"FIN6500, PI, PD, tankerveoki materjal"
FG6500,A,"FIN6500, PI, PD, مواد مقصورة الخزان"
FG6500,B,"FIN6500, PI, PD, חומר של מכל נגרר"
FG6500,C,"FIN6500, PI, PD, cisterna - materiál"
FG6500,D,"FIN6500, PV, PD, Material Tankanhänger"
FG6500,F,"FIN6500, IP, PD, art.en remorque-citerne"
FG6500,G,"FIN6500, PI, PD, Εμπορευμ.Βυτιοφόρου"
FG6500,H,"FIN6500, PI, PD, tartálykocsi anyaga"
FG6500,J,FIN6500、PI、PD、タンクトレーラ品目
FG6500,I,"FIN6500, PI, PD, mat. rim. con serbatoio"
FG6500,K,"FIN6500, PI, PD, tanksættevogn materiale"
FG6500,L,"FIN6500, PI, PD, przyczepa cyst. - mat."
FG6500,M,FIN6500，PI，PD，油罐拖車物料
FG6500,N,"FIN6500, PI, PD, tankopleggerartikel"
FG6500,O,"FIN6500, PI, PD, tanktilhenger material"
FG6500,P,"FIN6500, PI, PD, material reboque tanque"
FG6500,Q,"FIN6500, PI, PD, Materiál cisterny"
FG6500,R,"FIN6500, PI, PD, материал цист.-прицепа"
FG6500,S,"FIN6500, PI, PD, camión cisterna mat."
FG6500,T,"FIN6500, PI, PD, su römorku malzemesi"
FG6500,U,"FIN6500, PI, PD, säiliöperävaunu nimike"
FG6500,V,"FIN6500, PI, PD, tanksläpvagn material"
FG6500,W,"FIN6500, PI, PD, матер.ремарке цистерна"
FG6500,X,"FIN6500, PI, PD, cisternos priek. medž."
FG6500,Y,"FIN6500, PI, PD, tvertnes piekabes mat."
FG6500,c,"FIN6500, PI, PD, camió cisterna material"
FG6500,d,"FIN6500, PI, PD, materijal prik.rezer."
FG6500,묩,"FIN6500, PI, PD, टैंक ट्रेलर सामग्री"
FG6500,뱋,"FIN6500, PI, PD, Танк трейлер материалы"
FG6500,쁩,"FIN6500, PI, PD, v.tư xe moóc thùng chứa"
CSSRV_01,E,Service
CSSRV_01,1,服务
CSSRV_01,2,การบริการ
CSSRV_01,3,서비스
CSSRV_01,4,Serviciu
CSSRV_01,5,Storitev
CSSRV_01,6,Usluga
CSSRV_01,7,Perkhidmatan
CSSRV_01,9,Teenus
CSSRV_01,A,الخدمة
CSSRV_01,B,שירות
CSSRV_01,D,Service
CSSRV_01,F,Service
CSSRV_01,G,Υπηρεσία
CSSRV_01,H,Szolgáltatás
CSSRV_01,I,Servizio
CSSRV_01,J,サービス
CSSRV_01,K,Service
CSSRV_01,M,服務
CSSRV_01,N,Service
CSSRV_01,O,Tjeneste
CSSRV_01,P,Serviço
CSSRV_01,Q,Služba
CSSRV_01,R,Сервис
CSSRV_01,S,Servicio
CSSRV_01,U,Palvelu
CSSRV_01,W,Услуга
CSSRV_01,X,Paslauga
CSSRV_01,Y,Pakalpojums
CSSRV_01,c,Servei
CSSRV_01,d,Usluga
CSSRV_01,묩,सेवा
CSSRV_01,뱋,Қызмет
CSSRV_01,쁩,Dịch vụ
CSSRV_01,8,Послуга
CSSRV_01,C,Servis
CSSRV_01,L,Serwis
CSSRV_01,T,Hizmet
CSSRV_01,V,Service
AVC_RBT_BASE_FRAME,E,Base Frame
AVC_RBT_CNTRL_CAB,E,Control Canbinet
AVC_RBT_D_ARM_50,E,Drive Arm Lenght 50
AVC_RBT_L_ARM_45,E,Drive Arm Lenght 45
AVC_RBT_SEALING,E,Sealing Unit
AVC_RBT_BASE_FRAME,1,基本框架
AVC_RBT_BASE_FRAME,2,กรอบหลัก
AVC_RBT_BASE_FRAME,3,기본 프레임
AVC_RBT_BASE_FRAME,4,Cadru de bază
AVC_RBT_BASE_FRAME,5,Osnovni okvir
AVC_RBT_BASE_FRAME,6,Osnovni okvir
AVC_RBT_BASE_FRAME,7,Rangka Asas
AVC_RBT_BASE_FRAME,8,Основа
AVC_RBT_BASE_FRAME,9,Alusraam
AVC_RBT_BASE_FRAME,A,إطار أساسي
AVC_RBT_BASE_FRAME,B,מסגרת בסיס
AVC_RBT_BASE_FRAME,C,Základní rám
AVC_RBT_BASE_FRAME,D,Grundrahmen
AVC_RBT_BASE_FRAME,F,Cadre de base
AVC_RBT_BASE_FRAME,G,Βασικό Πλαίσιο
AVC_RBT_BASE_FRAME,H,Alapkeret
AVC_RBT_BASE_FRAME,I,Frame di base
AVC_RBT_BASE_FRAME,J,ベースフレーム
AVC_RBT_BASE_FRAME,K,Basisramme
AVC_RBT_BASE_FRAME,L,Rama bazowa
AVC_RBT_BASE_FRAME,M,基礎框架
AVC_RBT_BASE_FRAME,N,Basisframe
AVC_RBT_BASE_FRAME,O,Basisramme
AVC_RBT_BASE_FRAME,P,Quadro de base
AVC_RBT_BASE_FRAME,Q,Základný rám
AVC_RBT_BASE_FRAME,R,Базовый каркас
AVC_RBT_BASE_FRAME,S,Estructura base
AVC_RBT_BASE_FRAME,T,Temel çerçeve
AVC_RBT_BASE_FRAME,U,Alarunko
AVC_RBT_BASE_FRAME,V,Basram
AVC_RBT_BASE_FRAME,W,Базова рамка
AVC_RBT_BASE_FRAME,X,Bazinis rėmelis
AVC_RBT_BASE_FRAME,Y,Pamata ietvars
AVC_RBT_BASE_FRAME,c,Marc base
AVC_RBT_BASE_FRAME,d,Osnovni okvir
AVC_RBT_BASE_FRAME,묩,मूल फ्रेम
AVC_RBT_BASE_FRAME,뱋,Көтергіш жақтау
AVC_RBT_BASE_FRAME,쁩,Khung cơ sở
AVC_RBT_CNTRL_CAB,1,控制柜
AVC_RBT_CNTRL_CAB,2,ตู้ควบคุม
AVC_RBT_CNTRL_CAB,3,관리 캐비닛
AVC_RBT_CNTRL_CAB,4,Cabinet de control
AVC_RBT_CNTRL_CAB,5,Krmilna omarica
AVC_RBT_CNTRL_CAB,6,Upravljački ormarić
AVC_RBT_CNTRL_CAB,7,Kabinet Kawalan
AVC_RBT_CNTRL_CAB,8,Шафа керування
AVC_RBT_CNTRL_CAB,9,Juhtkilp
AVC_RBT_CNTRL_CAB,A,خزانة التحكم
AVC_RBT_CNTRL_CAB,B,ארון בקרה
AVC_RBT_CNTRL_CAB,C,Řídicí skříň
AVC_RBT_CNTRL_CAB,D,Schaltschrank
AVC_RBT_CNTRL_CAB,F,Cabine de contrôle
AVC_RBT_CNTRL_CAB,G,Καμπίνα Ελέγχου
AVC_RBT_CNTRL_CAB,H,Vezérlődoboz
AVC_RBT_CNTRL_CAB,I,Cabina di controllo
AVC_RBT_CNTRL_CAB,J,コントロールキャビネット
AVC_RBT_CNTRL_CAB,K,Kontrolkabinet
AVC_RBT_CNTRL_CAB,L,Canbinet kontrolny
AVC_RBT_CNTRL_CAB,M,控制機櫃
AVC_RBT_CNTRL_CAB,N,Besturingskast
AVC_RBT_CNTRL_CAB,O,Kontrollskap
AVC_RBT_CNTRL_CAB,P,Gabinete de controle
AVC_RBT_CNTRL_CAB,Q,Riadiaca skriňa
AVC_RBT_CNTRL_CAB,R,Шкаф управления
AVC_RBT_CNTRL_CAB,S,Caja de control
AVC_RBT_CNTRL_CAB,T,Kontrol kabini
AVC_RBT_CNTRL_CAB,U,Ohjauskaappi
AVC_RBT_CNTRL_CAB,V,Kontrollskåp
AVC_RBT_CNTRL_CAB,W,Контролен кабинет
AVC_RBT_CNTRL_CAB,X,Valdymo patalpa
AVC_RBT_CNTRL_CAB,Y,Kontroles kabinets
AVC_RBT_CNTRL_CAB,c,Gabinet de control
AVC_RBT_CNTRL_CAB,d,Kontrolni ormarić
AVC_RBT_CNTRL_CAB,묩,नियंत्रण केबिनेट
AVC_RBT_CNTRL_CAB,뱋,Басқару шкафы
AVC_RBT_CNTRL_CAB,쁩,Tủ kiểm soát
AVC_RBT_D_ARM_50,1,驱动臂长度 50
AVC_RBT_D_ARM_50,2,แขนกลความยาว 50
AVC_RBT_D_ARM_50,3,드라이브 암 길이 50
AVC_RBT_D_ARM_50,4,Lungime braț motor 50
AVC_RBT_D_ARM_50,5,Dolžina vodilne roke 50
AVC_RBT_D_ARM_50,6,Dužina pogonske ruke 50
AVC_RBT_D_ARM_50,7,Panjang Lengan Pemacu 50
AVC_RBT_D_ARM_50,8,Довжина важіля приводу 50
AVC_RBT_D_ARM_50,9,Juhtkäe pikkus 50
AVC_RBT_D_ARM_50,A,طول ذراع محرك الأقراص المرنة 50
AVC_RBT_D_ARM_50,B,אורך זרוע הנעה 50
AVC_RBT_D_ARM_50,C,Délka řízeného ramena 50
AVC_RBT_D_ARM_50,D,Antriebsarmlänge 50
AVC_RBT_D_ARM_50,F,Longueur bras d'entraînement 50
AVC_RBT_D_ARM_50,G,Drive Arm Μήκος 50
AVC_RBT_D_ARM_50,H,Hajtókar hossza 50
AVC_RBT_D_ARM_50,I,Lungh.braccio guida 50
