ISTAT,SPRAS,TXT04,TXT30
I0148,W,DIVI,Декларация за разделяне
I0150,W,INMD,Осъществен контрол
I0153,W,ПРТФ,В портфолио
I0154,W,ЗДОТ,Заданието е открито
I0157,W,ЗДУС,Заданието е успешно
I0158,W,ОТКР,Открито(и) задание(я) съществ.
I0159,W,ВЗЗВ,Всички задачи изпълнени
I0160,W,УВЕД,Уведомление (вътрешно)
I0161,W,УВЕД,Уведомление (външно)
I0162,W,ЗПДФ,Записване дефекти
I0163,W,НСС,Незавърш. строителство същест.
I0164,W,Разх,За калкулация
I0165,W,Калк,Калкулиран
I0167,W,СБАР,Съобщ. блокирано от архивиране
I0168,W,РАЗП,Разпределение в MES приключено
I0170,W,ORD,Създад. от нарежд. за продажба
I0171,W,ДОСТ,Създ. от документ за доставка
I0177,W,NTWP,Данни РбЦнт не са взети предв.
I1213,d,RDRC,Primio centar za popravke
I0182,W,КПНС,Контролна партида не създадена
I0183,W,БРАК,Обем на брак определен
I1214,1,NDRC,交货已取消
I0189,W,ВПРО,В преглед
I0191,W,ТРЗА,В транспортен запас
I0192,W,ОТСК,От склад
I1214,2,NDRC,ยกเลิกการส่งมอบแล้ว
I1214,3,NDRC,전달 취소됨
I0195,W,KPBE,Обработва се
I8868,8,COAK,OLTP: повністю підтверджено
I0395,W,СПР,Създадено предложение
I0397,W,ФАКТ,фактуриран
I0398,W,ЧФАК,частично фактуриран
I0400,W,REPR,Обработка на ремонт
I0402,W,КРП,Колектор на прод.р-ди използв.
I0403,W,НЕТ,Начален статус
I0404,W,ИЗКЛ,Изключване
I0405,W,ОТПЕ,Етикет оптечатан
I0406,W,ЕТ,Етикиран
I0407,W,НОРМ,Нормализиране
I0408,W,НОРМ,Нормализиран
I0409,W,ВРНО,Нормализиране временно
I0410,W,ВРНО,Временно нормализиран
I0411,W,НОЕ,Етикет не отпечатан
I0412,W,RET,Return
I0413,W,ПНOK,Невалидна пров. на КредитЛимит
I0414,W,ПЛOK,Успешна провер. на КредитЛимит
I0415,W,СТР.,Извършва се страниране
I0417,W,CONF,Конфликт
I0419,W,УРР,Управление на разреш.за работа
I0421,W,НКНП,Наличност капацит.не е провер.
I0423,W,ФНОВ,Ново фикт. изчислен. на колч.
I0424,W,UNT,Нормализация възможна
I0425,W,ИЗП,Деблокиран за изпълнение
I0426,W,РЗАВ,Работата е свършена
I0427,W,ОБРБ,Обработване
I0428,W,ВрЗа,Временен запис
I0429,W,ТЕСТ,Цикъл на тестване
I0430,W,БЛТЗ,Блокиране на техническо завър.
I0431,W,ОЕТ,Етикет на Тест Отпечатан
I0432,W,VBCR,Създаден запис за партиди
I0434,W,VBPA,Запис на партида част. одобрен
I0435,W,VBAR,Архивиран запис за партиди
I0436,W,VBPC,Частично арх. запис за партиди
I0437,W,VBDE,Записът на партида съд.отклон.
I0438,W,VBAW,Запис партида:същ.нова версия
I0443,W,ИТЕ,Присвоени единици за обработка
I0444,W,КОНФ,Определете конфигурация
I0446,W,POST,Postscript
I0470,W,DSAC,Ел. подпис е в проц. на обраб.
I0471,W,DSCL,Електр. подпис е приключен
I0472,W,ВИПР,Вид известие е променен
I0485,W,НМАТ,Без материален компоненти
I0486,W,Разд,Разделяне
I0487,W,CSPL,Създаден чрез разделяне
I0489,W,СЗТЗ,От създаден към техн. завърш.
I0490,W,АИОТ,Автомат. изтриване отхвърлено
I0500,W,QUOT,Без материален компоненти
I0510,W,КАД,Коригир.Количества На Операция
I0511,W,PHEX,Съществува физически
I0512,W,WHSE,В склад
I0513,W,PLND,Планиран
I0514,W,LOAD,Натоварени
I0515,W,UNLD,Разтоварени
I0519,W,RESV,Запазени за PP
I0522,W,PSTD,Осчетводено отпускане материал
I0523,W,ИЗТР,Изтрит
I0524,W,SGPR,Визуално проверен
I0525,W,ОдИз,Одобрение: Изисквано
I0526,W,ОдOK,Одобрение: OK
I0527,W,APRF,Одобрение: Отказано
I0536,W,CFVE,Деблокиран за дистрибуция
I0537,W,DRCT,SUЗаДиректноПрисъединениРазход
I0538,W,NACO,Няма автоматично потвърждение
I0539,W,ИНВ,В инвентаризация
I0540,W,ИНВЗ,Инвентаризиран
I0541,W,РазС,Разчет на собственик
I0549,W,SEPO,Отделна поръчка
I0553,W,AVER,Договор
I0554,W,AKUE,Известие
I0556,W,GZBE,За потвърждение
I0557,W,GZER,Необходимо е контрапотвържд.
I0559,W,AZST,Сторниран
I0560,W,DELD,Изтрит
I0561,W,EXPD,Изтекъл
I0562,W,INIT,Начален
I0563,W,AFIX,Фиксинг
I0564,W,FIXD,Изпълнен фиксинг
I0565,W,ROLL,Удължаване на срока
I0567,W,IRAD,Коригиране на лихвен процент
I0568,W,NOTG,Дадена бележка
I0569,W,AANG,Оферта
I0572,W,RLRQ,Необх. е отблок.
I0573,W,RLRJ,Деблокирането е отхвърлено
I0574,W,MKOS,Създаден е колектор разходи
I0580,W,EXPL,ВъншПреобразНаПлановаПоръчка
I0587,W,СРРН,Списък релев.рискове е наличен
I0610,W,ПРОТ,Работна защита
I0611,W,ОРР,Отпечатано разрешение за раб.
I0612,W,VAL,Оценен
I0630,W,MOBI,Данни за мобилно устройство
I0636,W,PPRJ,Частично отхвърляне на Push
I0642,W,РРПр,Разрешит.работа е предадено
I0650,W,XSpr,Създадена рецептура на управл.
I0651,W,XSez,Контролна рецепта пр.обработка
I0652,W,XSgn,XStep генериран
I0660,W,LFAN,Създадени доставки
I0661,W,PMRC,Създадена заявка произв.матер.
I0668,W,ОПРО,Операция е пропусната
I0700,W,IRAE,Изпълнено коригиране лих.%
I0702,W,IRAR,Сторнирано коригиране лих.%
I0703,W,AFWD,Падеж на бъд. дост. (форуърд)
I0704,W,AFWL,Изпълнение на заеми
I0706,W,AFWI,Доставка за заеми
I0707,W,DADJ,Корекция на сделка
I0708,W,DCOR,Корекция на сделка
I0709,W,NFIX,Фиксиране на инструмент NDF
I0751,W,WCDR,WEC: Изискване коригиране дата
I0752,W,WCDC,WEC: Коригиране дата извършено
I0753,W,WCDP,WEC:Предстоящо коригиране дата
I0800,W,НОВК,Нови
I0801,W,СБОБ,Обработва се
I0802,W,MADJ,Завършен
I0803,W,ВНОБ,Външна обработка
I0804,W,Изх.,Потвърден
I0805,W,DELF,Индикатор за изтриване
I0806,W,АРХ.,Блокиран за ахривиране
I0807,W,FLEX,Присвоени спецификации
I0808,W,EXKU,Външна обработка: клиент
I0809,W,ЗдОб,Задание в обработка
I0810,W,1100,МожеДаСеАрхивира
I0811,W,1101,Архивиран
I0812,W,1102,Може да бъде изтрит
I0819,W,ЗдПр,Заданието е променено
I0820,W,JBFI,Заданието е прекратено
I0861,W,Дост,Доставка
I0862,W,КорД,Коригиране на дивидент
I0863,W,ОпКп,Операция с капитала
I0990,W,DSIG,ЕлектрПодпис задад. за OP прчк
I0991,W,MPRT,Модифициран след отпечатване
I0992,W,ИзОд,Изпратен за одобрение бюджет
I0993,W,ОДБД,Одобрен бюджет
I1065,W,CCOM,Без контакт
I1085,W,CDEL,Маркирано за изтриване
I1104,W,PARC,За архивиране
I1105,W,INAC,Неактивен
I1140,W,NREL,Не е деблокиран
I2200,W,CNEW,Обработва се
I2204,W,CDIS,Разпределим
I2205,W,ARCV,За архивиране
I2551,W,CUAS,Присъединен
I2554,W,СЕОт,Изпълнение отменено
I2555,W,СЕШб,Шаблон
I2559,W,СЕОц,Оценен
ICL14,J,CL14,取消済
I2562,W,ЧПСЕ,Частично потвърдена СЕ
I3333,W,ОПЗ,От последващ запис
I3901,W,NDIS,Непланиран
I3902,W,DISP,Планиран
I3903,W,GELD,Изтрит (плановик)
I3904,W,STOD,Сторниран (плановик)
I3905,W,GELA,Изтрит (заявител)
I3906,W,STAN,Сторниран (заявител)
I3907,W,RESM,Известено
I3908,W,ABGH,Издаване на превозно средство
I8013,W,НСПо,Необходимо е създаване поръчка
I8023,W,Отл,Отложен
IB001,W,INIT,Начален статус
IB002,W,IBDE,Флаг за изтриване
IB003,W,IBIN,Дезактивиране
IB004,W,IB04,Наличен
IB005,W,IB05,Наличен
IBC01,W,bcr,Партида плащане е създадена
IBC02,W,bap,В одобрение
IBC03,W,brl,Деблокиран във фирма
IBC08,W,bot,Други проверки са извършени
IBC09,W,brj,Отхвърлен от одобряващ
IBC11,W,bbs,Извлечение е получено
IBC12,W,bbp,Партида е обработена
IBC13,W,bnp,Партида не е обработена
IBC14,W,bpp,Партида е обработена частично
IBC16,W,bfe,Грешка в създаване пл.средство
IBC18,W,bse,Грешка от мрежа плащане
IBC19,W,bre,Отхвърлено от банка
ICCD1,8,CCD1,Створено
IBC21,W,bpa,Частично приет от банка
IBC22,W,bpe,В процес на обраб. от банката
IEAMC,J,NCDD,原価決定未実行
I0198,W,KPST,Отменено
I0199,W,KPLK,Флаг за изтриване
I0200,W,PAOR,Инспек. завърш. без потвържд.
I0201,W,ПЛНБ,План/специфик. необходима
I0202,W,ХРСЗ,Характерист. трябва да се съз.
I0203,W,ОСКН,Осчетов. количество необход.
I0204,W,ДТИН,Дълготрайна инспекция
I0205,W,ПЗЧС,План/спецификац. зачислена
I0206,W,ХРИС,Характ-стики на инспекц. създ.
I0208,W,НКЧС,Ниво на качество съответства
I0210,W,НППИ,Инстр. по взета проба напечат.
I0211,W,ОПИИ,Инструкц. на инспекц. отпечат.
I0212,W,ИНСП,Инспекция активна
I0214,W,ДЕФ,Дефекти записани
I0215,W,SSAP,Създаден обект
I0216,W,ЗКСП,Завършена краткосрочна провер.
I0217,W,ЗПП,Всички проверки завършени
I0218,W,РУ,Направено е решение за употреб
I0219,W,СтОЗ,Старт. осчетоводяв. на запаси
I0220,W,ЗОЗ,Завършено осчетоводяв. на зап.
I0221,W,АКСТ,Актуализирана статистика
I0222,W,АКНК,Актуализирано ниво на качество
I0223,W,АИЗК,Актуал. инфо запис за качество
I0224,W,АНП,АнулирПартида
I0225,W,ПБЗА,Блокиран за ахривиране
I0226,W,АРХ.,Партида архивирана
I0227,W,REO3,Изтрити подроб. данни за парт.
I0228,W,REO2,Изтрити данни за извад.партида
I0229,W,REO1,Характер. + операции изтрити
I0230,W,ВЕЩ,Трансмисия към подсистема
I0231,W,ИЗКИ,Инфо запис за качество изменен
I0232,W,ПОЗП,Партида отбелязана за прекрат.
I0233,W,ОЗПС,Отбелязан за подсистема
I0234,W,ЕдПр,Единично производство
I0235,W,НПрП,Няма производство по поръчка
I0238,W,СБОБ,Без PRTs
I0239,W,БЕЗК,Без материални компоненти
I0240,W,БМНС,Без моменти на събитие
I0241,W,СРНУ,Създадена рецептура на управл.
I0242,W,НЕПР,Непроверен
I0243,W,НЕПЛ,Непланиран (прогнозни дати)
I0244,W,РЗДЛ,Разделен
I0245,W,ЧРАЗ,Частично разделено
I0246,W,ПРИС,Присъединен
I0247,W,ЧПРС,Частично присвоено
I0248,W,ЧЗАП,Частично запланирао
I0249,W,ГСИП,Грешка при създ. изиск. пренос
I0251,W,ПECR,Проверка ECR
I0252,W,ПРОВ,Заявка за промяна - проверена
I0253,W,ЗПРО,ECR одобрен
I0256,W,НПП,НП потвърден
I0257,W,ЗПРЗ,Заявка за промяна - завършена
I0258,W,ЗПДб,ЗП - деблокирана
I0259,W,ECIR,Обект: заявка проверка за ECR
I0260,W,CCO1,Обект: промяна възможна
I0261,W,CCO2,Обект: промяна не е необходима
I0262,W,CCO3,Обект: промяна е невъзможна
I0263,W,ОБОБ,Обект: за обработка
I0264,W,CCOI,Обект: в подготовка
I0265,W,CCOA,Обект: изменение завършено
I0266,W,CCOF,Обект: изменение деблокирано
I0268,W,CCPO,Всички обекти са проверени
I0269,W,CCFO,Всички обекти дебл.
I0270,W,РМРД,Работно място разреш. до дебл.
I0271,W,НЧЗ,Частичен край на подготовката
IDTU2,F,DTU2,/
I0273,W,МЧЗ,Частичен край на демонтаж
I0274,W,СПБ,Списък на бойкота
I0275,W,КИЗН,Контрол на износа
I0276,W,БИС,Блокиран за изменения на сист.
I0277,W,БПП,Блокиран за промняна на потр.
I0278,W,ORRQ,Необходим е запис поръчка
I0279,W,ЗПАР,Запис на поръчка архивиран
I0280,W,ЗПОТ,Запис на поръчка отменен
I0281,W,КППР,Контролна партида присъединена
I0282,W,ПКХП,План. Контр.Характер.присвоени
I0284,W,ИПП,Изисквано присвоение на парт.
I0285,W,НПАР,Присвоена партида
I0286,W,VACT,Част.потвържд.на вар. на дейн.
I0287,W,VACE,Оконч. потв. на вар. на дейн.
I0289,W,КЛАС,Завършена Класификация
I0290,W,CLQM,Краткосрочна Класификация
I0291,W,CUGT,Копиране значение на признак
I0292,W,FKTF,Грешка при обработка на фукция
I0294,W,НПС,Няма потвърждение на сертифик.
I0298,W,ВРЧП,Вторичен ресурс частич. потв.
I0299,W,ВРП,Вторичен ресурс потвърден
I0302,W,ZUOD,Присъединен
I0303,W,ОТХВ,Заявка за промяна - отхвърлена
I0304,W,НЕП,Заявка за промяна - непълна
I0306,W,ГРПР,Обект: грешки в промяна
I0307,W,КПЗП,Контр.партида съд.в запис пор.
I0308,W,НЕСД,Несъществуващ на дата изискв.
I0309,W,ДКПН,Дати за колетк. пор. неактуал.
I0310,W,FTC2,Контрол: Ембаго
I0311,W,FTC3,Контрол: Липсващи основни дан.
I0312,W,FTC4,Контрол: Разрешение
I0319,W,ТрЦС,Трансферни цени за спогодби
I0321,W,ДМОС,Движение на материали осчетов.
I0322,W,РАЗП,Разрешение получено
I0323,W,ПРП,Отделно разрешение получено
I0324,W,РАЗР,Базиран на разрешена рецептура
I0325,W,РНП,Разрешение не е получено
I0326,W,СИП,Създадени инструкции за процес
I0327,W,ОДОБ,Одобрението отменено
I0328,W,СОП,Създадена операция
I0331,W,GBTS,Насрещно потвърдено
I0332,W,BBGT,Осчетоводено
I0333,W,BUGм,Упражнен
I0334,W,BRFL,Изтекъл
I0337,W,AO01,Грешка при проверка наличност
I0338,W,AO02,Изпълнете проверка наличност
I0339,W,AO03,Групи доставки в наличност
I0340,W,МАТП,Материал потвърден
I0341,W,БЛМ,Блокиране на монтаж
I0352,W,РАЗЧ,Извършен е разчет
I0353,W,ПРОВ,Тестван
I0354,W,ОДОБ,За одобрение
I0355,W,ЗМЕР,Създадено мероприятие
I0356,W,ЗМЯР,Заменен от мярка
I0357,W,ПЛМЕ,Планиране на задача
I0360,W,АМОР,Моделиране на амортиз. същест.
I0361,W,НОВК,Ново изчисление на количество
I0363,W,СКЛ,Проба беше съхранена
I0367,W,ЕТОТ,Етикет отпечатан
I0370,W,ППЗ,Присвояване на партида завърш.
I0371,W,ПОД1,Няма един електронен подпис
I0372,W,ПОД2,Няма 2 електронни подписа
I0373,W,ПОД3,Няма три електронни подписа
I0374,W,ПОД4,Няма четири електронни подписа
I0376,W,ОДКП,Базиран на удобр. контр. план
I0377,W,ВОЧИ,Вън. операция частично ипзълн.
I0378,W,ВОИЗ,Външна операция изпълнена
I0379,W,АЗП,Архивиран запис за партиди
I0381,W,ПБЗП,Партида блок. за запис на пар.
I0382,W,СЕРП,Изсиква се подръжка на Сер. №
I0383,W,ПНЕП,Партида неприсвоена
I0384,W,ВРЕМ,В ремонт
I0385,W,ЧПОП,Частично поправен
I0387,W,НБРе,Необходимо е бизнес решение
I0388,W,ВзБР,Взето бизнес решение
I0390,W,НЗП,Изисква се запис на партиди
